time [ms], AccX [g], AccY [g], AccZ [g], GyroX [deg/s], GyroY [deg/s], GyroZ [deg/s]
120360,0.75,-0.03,0.62,-176.73,-505.22,54.01
120364,0.78,-0.06,0.56,-179.85,-505.22,40.24
120367,0.85,-0.13,0.47,-180.28,-505.22,22.10
120370,0.89,-0.18,0.39,-179.89,-505.22,1.12
120374,0.91,-0.22,0.33,-174.66,-505.22,-20.72
120378,0.98,-0.27,0.20,-168.55,-505.22,-52.05
120381,1.02,-0.31,0.10,-172.66,-505.22,-73.81
120384,1.06,-0.33,0.07,-179.31,-505.22,-96.51
120388,1.09,-0.35,0.04,-180.49,-505.22,-120.11
120391,1.14,-0.37,0.03,-183.02,-505.22,-146.72
120395,1.14,-0.37,0.06,-178.75,-505.22,-169.47
120398,1.12,-0.35,0.08,-171.73,-505.22,-185.61
120402,1.11,-0.30,0.10,-160.43,-505.22,-194.84
120405,1.08,-0.25,0.13,-145.35,-505.22,-198.42
120409,1.09,-0.21,0.16,-134.06,-505.22,-199.12
120413,1.08,-0.15,0.17,-125.73,-476.57,-195.47
120417,1.09,-0.08,0.13,-117.89,-439.24,-185.99
120420,1.10,-0.05,0.09,-113.94,-417.05,-177.62
120423,1.11,-0.02,0.07,-110.70,-395.30,-168.23
120427,1.10,-0.01,-0.02,-105.25,-365.71,-155.59
120430,1.10,-0.00,-0.06,-96.90,-332.08,-140.19
120434,1.10,-0.02,-0.13,-85.80,-294.87,-123.76
120438,1.09,-0.03,-0.12,-72.92,-257.71,-107.78
120441,1.08,-0.05,-0.13,-56.20,-218.23,-90.16
120444,1.07,-0.08,-0.13,-39.93,-181.19,-73.58
120448,1.07,-0.12,-0.11,-24.96,-146.73,-57.93
120451,1.07,-0.15,-0.07,-12.83,-114.69,-43.91
120456,1.08,-0.19,-0.05,-1.67,-73.02,-28.48
120459,1.09,-0.20,-0.08,2.62,-42.57,-21.35
120462,1.11,-0.21,-0.09,5.53,-7.70,-16.66
120465,1.13,-0.22,-0.11,7.54,30.75,-14.52
120468,1.16,-0.23,-0.10,8.67,68.43,-15.68
120471,1.20,-0.24,-0.14,7.27,112.58,-18.16
120474,1.21,-0.25,-0.19,3.25,166.17,-20.80
120477,1.25,-0.24,-0.21,-2.02,223.21,-23.32
120480,1.26,-0.23,-0.19,-7.27,282.06,-27.94
120484,1.28,-0.22,-0.17,-9.60,339.04,-33.94
120487,1.28,-0.21,-0.14,-8.60,395.39,-40.25
120491,1.26,-0.19,-0.09,-1.86,466.61,-49.43
120494,1.25,-0.17,-0.06,4.69,495.31,-54.95
120497,1.21,-0.16,-0.07,10.93,495.31,-60.14
120500,1.20,-0.16,-0.05,16.44,495.31,-64.59
120503,1.19,-0.14,-0.04,19.68,495.31,-69.85
120507,1.20,-0.13,-0.04,19.17,495.31,-77.04
120510,1.20,-0.13,-0.05,14.18,495.31,-85.38
120513,1.28,-0.16,-0.16,7.53,495.31,-97.30
120516,1.26,-0.19,-0.17,0.26,495.31,-113.52
120520,1.24,-0.21,-0.06,-5.22,495.31,-131.44
120523,1.21,-0.19,0.04,-9.80,495.31,-149.36
120527,1.17,-0.13,0.10,-14.76,495.31,-166.40
120530,1.13,-0.09,0.19,-16.25,495.31,-175.87
120533,1.10,-0.06,0.25,-15.18,495.31,-182.31
120537,1.06,-0.04,0.31,-11.68,495.31,-187.59
120540,1.01,-0.02,0.37,-7.80,495.31,-189.85
120543,1.01,-0.02,0.33,-2.51,495.31,-194.48
120546,0.94,-0.13,0.73,7.02,495.31,-207.55
120550,0.92,-0.04,0.67,15.59,495.31,-210.92
120553,0.89,-0.05,0.71,24.40,495.31,-208.66
120556,0.91,-0.12,0.73,36.04,495.31,-209.35
120560,0.91,-0.16,0.80,47.65,495.31,-214.63
120563,0.86,-0.14,0.86,62.76,495.31,-220.48
120567,0.98,-0.12,0.81,76.72,495.31,-232.95
120570,0.99,-0.08,0.72,83.22,495.31,-236.08
120573,1.00,-0.11,0.71,89.10,495.31,-238.02
120576,1.00,-0.10,0.67,94.26,495.31,-236.55
120579,0.99,-0.06,0.61,100.01,495.31,-229.13
120583,0.97,-0.01,0.59,105.63,495.31,-214.37
120586,0.93,0.02,0.64,113.05,495.31,-195.59
120589,0.88,0.09,0.66,118.14,495.31,-173.55
120593,0.83,0.14,0.66,122.07,495.31,-149.29
120596,0.79,0.15,0.68,121.83,495.31,-125.47
120599,0.76,0.19,0.69,118.41,495.31,-103.49
120604,0.67,0.21,0.73,109.39,495.31,-73.78
120607,0.62,0.22,0.75,100.96,495.31,-55.59
120610,0.59,0.26,0.76,93.65,495.31,-38.30
120613,0.57,0.26,0.80,86.38,495.31,-21.32
120616,0.56,0.25,0.80,80.87,495.31,-7.47
120619,0.56,0.25,0.79,77.34,495.31,4.19
120622,0.56,0.23,0.81,75.82,495.31,13.14
120625,0.56,0.21,0.84,75.51,495.31,18.87
120628,0.55,0.20,0.84,75.33,495.31,22.24
120631,0.54,0.19,0.86,74.72,495.31,23.00
120634,0.52,0.16,0.90,73.46,495.31,23.28
120637,0.51,0.14,0.91,72.40,495.31,22.12
120656,0.44,0.02,1.12,67.80,449.82,18.06
120659,0.43,0.04,1.10,65.48,417.37,19.25
120662,0.43,0.03,1.11,63.22,385.27,19.99
120665,0.42,0.04,1.10,60.43,352.44,21.90
120668,0.39,0.06,1.10,58.07,319.13,25.08
120671,0.37,0.06,1.11,56.30,286.03,29.80
120674,0.34,0.08,1.15,54.75,248.46,36.25
120677,0.32,0.09,1.15,53.60,214.44,44.96
120680,0.31,0.10,1.15,52.17,178.12,54.21
120683,0.29,0.11,1.16,49.10,143.50,64.38
120686,0.28,0.13,1.15,44.41,107.92,75.80
120689,0.26,0.13,1.14,39.22,74.53,87.69
120694,0.25,0.14,1.12,29.02,30.82,103.93
120697,0.23,0.14,1.11,21.45,-0.92,116.25
120700,0.20,0.15,1.10,13.85,-30.46,128.48
120703,0.19,0.15,1.10,6.67,-60.69,138.18
120706,0.18,0.15,1.10,0.47,-91.92,147.29
120709,0.19,0.15,1.10,-4.78,-125.01,153.89
120712,0.19,0.15,1.11,-8.98,-161.12,158.65
120715,0.20,0.14,1.12,-12.89,-197.50,159.48
120718,0.21,0.12,1.11,-16.87,-235.31,156.35
120721,0.25,0.09,1.09,-20.80,-271.85,150.57
120724,0.27,0.07,1.07,-23.07,-309.08,141.02
120727,0.30,0.03,1.07,-22.78,-344.31,128.48
120731,0.33,0.00,1.08,-16.63,-396.58,108.13
120734,0.35,-0.00,1.07,-9.94,-432.69,92.61
120737,0.35,0.01,1.05,-3.38,-468.66,78.77
120740,0.37,0.03,1.04,2.85,-505.22,66.61
120743,0.38,0.05,1.00,8.40,-505.22,56.33
120746,0.38,0.07,0.97,12.30,-505.22,48.28
120749,0.38,0.08,0.95,16.07,-505.22,42.22
120752,0.37,0.08,0.96,19.22,-505.22,39.23
120755,0.36,0.09,0.95,22.72,-505.22,39.58
120758,0.35,0.10,0.95,25.86,-505.22,42.73
120761,0.33,0.13,0.93,28.96,-505.22,50.21
120764,0.32,0.14,0.94,32.15,-505.22,59.99
120769,0.33,0.15,0.91,37.82,-505.22,75.37
120772,0.36,0.12,0.90,42.64,-505.22,84.85
120775,0.39,0.09,0.83,48.75,-505.22,92.82
120778,0.42,0.07,0.79,53.46,-505.22,99.66
120781,0.46,0.05,0.74,55.22,-505.22,106.18
120784,0.48,0.03,0.70,54.87,-505.22,110.88
120787,0.53,0.04,0.65,53.10,-505.22,113.87
120790,0.57,0.03,0.60,50.91,-505.22,115.19
120793,0.65,0.03,0.49,50.82,-505.22,114.28
120796,0.67,0.04,0.48,51.63,-505.22,114.64
120799,0.65,0.07,0.47,53.42,-505.22,117.51
120802,0.66,0.06,0.48,56.36,-505.22,121.49
120806,0.70,0.06,0.49,56.53,-505.22,124.59
120809,0.76,0.05,0.48,52.69,-505.22,122.36
120812,0.80,0.02,0.47,45.22,-505.22,115.69
120815,0.87,-0.01,0.45,33.97,-505.22,105.11
120818,0.91,-0.02,0.40,21.54,-505.22,94.12
120822,0.95,-0.03,0.41,9.75,-505.22,83.64
120825,0.98,-0.03,0.40,0.04,-485.05,72.93
120828,0.99,-0.03,0.42,-8.63,-445.16,64.80
120831,1.00,-0.02,0.43,-16.73,-409.34,58.42
120834,1.01,-0.01,0.46,-23.45,-377.99,52.33
120837,1.02,0.02,0.47,-28.67,-350.18,47.58
120841,1.04,0.05,0.51,-30.47,-320.81,41.54
120844,1.05,0.05,0.52,-29.38,-305.08,37.26
120847,1.05,0.04,0.53,-24.78,-293.94,33.40
120850,1.06,0.03,0.56,-17.62,-288.24,29.38
120853,1.04,0.04,0.57,-9.19,-287.99,26.53
120856,1.03,0.04,0.59,0.36,-293.31,24.71
120859,1.04,0.04,0.60,7.51,-303.04,24.61
120862,1.03,0.05,0.59,13.48,-317.68,25.14
120865,1.03,0.07,0.58,17.17,-335.51,26.97
120868,1.02,0.08,0.56,20.04,-354.60,29.93
120871,1.03,0.10,0.55,21.14,-375.91,33.58
120874,1.03,0.12,0.52,21.54,-398.18,37.95
120879,1.03,0.12,0.49,20.30,-429.41,44.68
120882,1.03,0.11,0.45,19.17,-449.30,49.37
120885,1.05,0.09,0.39,16.81,-463.05,54.80
120888,1.06,0.07,0.35,15.63,-470.99,60.03
120891,1.09,0.04,0.33,15.33,-474.64,64.12
120894,1.10,0.02,0.32,16.79,-474.66,67.61
120897,1.11,0.00,0.31,19.11,-470.29,72.64
120900,1.10,0.01,0.30,20.81,-461.34,79.48
120903,1.08,0.02,0.29,22.53,-449.50,89.09
120906,1.08,0.04,0.32,22.62,-438.61,99.58
120909,1.07,0.04,0.33,22.91,-426.32,110.06
120912,1.07,0.04,0.34,24.53,-413.82,119.70
120916,1.09,0.04,0.35,27.42,-397.05,129.35
120919,1.10,0.02,0.34,30.46,-384.38,133.57
120922,1.10,-0.01,0.31,32.90,-369.57,135.84
120925,1.12,-0.03,0.29,34.29,-352.72,136.24
120928,1.15,-0.05,0.23,35.48,-332.96,135.02
120931,1.18,-0.08,0.18,34.78,-305.16,132.04
120934,1.20,-0.11,0.08,32.62,-268.58,128.85
120937,1.22,-0.14,0.01,29.08,-220.87,125.51
120940,1.23,-0.16,-0.03,26.18,-171.01,122.10
120943,1.23,-0.17,-0.04,24.81,-120.32,117.48
120947,1.21,-0.17,-0.04,24.59,-66.89,113.34
120951,1.18,-0.14,0.00,27.37,0.49,108.80
120954,1.15,-0.12,0.05,32.59,39.60,105.51
120957,1.12,-0.10,0.12,40.14,70.27,102.22
120960,1.11,-0.09,0.15,50.56,98.49,98.68
120963,1.09,-0.08,0.13,63.27,125.94,94.83
120966,1.08,-0.10,0.12,78.21,155.66,90.07
120969,1.09,-0.11,0.10,91.53,184.53,85.22
120972,1.10,-0.15,0.12,103.46,211.66,77.78
120975,1.13,-0.18,0.13,113.59,233.51,68.82
120978,1.15,-0.20,0.12,121.16,256.20,59.41
120981,1.16,-0.20,0.09,127.69,283.31,52.13
120984,1.16,-0.18,0.07,134.26,312.98,46.41
120988,1.12,-0.12,0.06,142.07,358.29,44.65
120992,1.13,-0.10,0.00,145.77,388.29,46.80
120995,1.08,-0.07,0.01,147.25,413.66,52.53
120998,1.08,-0.05,0.02,147.71,438.06,60.16
121001,1.06,-0.03,0.05,147.77,454.99,67.46
121004,1.03,-0.01,0.12,147.82,462.70,76.94
121007,1.03,0.01,0.20,148.27,462.43,86.30
121010,1.03,0.03,0.23,149.37,458.26,96.91
121013,1.04,0.03,0.28,151.42,449.89,107.74
121016,1.01,0.03,0.33,153.14,438.40,119.89
121019,0.99,0.05,0.41,155.92,419.59,133.55
121022,0.96,0.06,0.48,156.69,394.12,147.81
121026,0.94,0.06,0.53,154.88,352.01,168.27
121029,0.94,0.04,0.60,151.14,321.47,182.42
121032,0.93,-0.02,0.74,147.88,286.40,189.81
121035,0.95,-0.02,0.73,143.86,256.75,200.25
121039,0.97,0.02,0.65,137.10,238.24,211.31
121042,0.97,0.00,0.65,131.24,223.40,221.83
121045,0.97,-0.01,0.68,124.70,207.16,228.09
121048,0.98,-0.03,0.64,116.41,195.34,231.69
121051,1.01,-0.04,0.59,106.32,189.36,232.61
121054,1.02,-0.05,0.49,94.76,193.24,233.03
121057,1.03,-0.05,0.45,84.65,202.66,233.26
121061,1.06,-0.07,0.36,74.76,226.40,232.88
121064,1.08,-0.11,0.34,70.03,245.95,231.35
121067,1.11,-0.15,0.33,68.53,269.28,227.32
121070,1.13,-0.19,0.35,70.21,289.13,222.65
121073,1.13,-0.19,0.37,74.24,308.01,217.51
121076,1.10,-0.19,0.41,79.02,318.64,214.64
121080,1.06,-0.16,0.44,83.49,323.19,214.18
121083,1.03,-0.13,0.46,85.92,324.40,217.90
121086,0.99,-0.11,0.47,88.49,322.90,224.61
121089,0.95,-0.10,0.48,89.72,318.05,235.09
121092,0.91,-0.09,0.51,91.24,310.43,247.96
121095,0.87,-0.08,0.52,92.55,300.56,262.64
121099,0.84,-0.08,0.56,94.11,283.05,284.32
121102,0.81,-0.09,0.58,95.74,264.90,299.60
121105,0.80,-0.09,0.63,97.51,241.39,311.80
121108,0.81,-0.10,0.65,98.18,215.82,319.77
121111,0.82,-0.13,0.67,97.63,189.48,322.76
121114,0.84,-0.17,0.67,96.50,163.94,320.71
121117,0.86,-0.22,0.64,94.26,140.05,313.99
121120,0.86,-0.25,0.63,91.28,121.28,304.19
121123,0.88,-0.29,0.59,87.51,107.33,292.22
121126,0.87,-0.30,0.58,84.85,96.20,278.18
121129,0.87,-0.30,0.57,82.91,86.00,264.32
121133,0.86,-0.30,0.57,81.71,76.70,249.19
121137,0.83,-0.30,0.58,80.59,63.54,230.38
121140,0.80,-0.30,0.59,80.14,54.66,217.93
121143,0.77,-0.28,0.60,78.49,47.95,208.88
121146,0.74,-0.26,0.59,77.39,40.98,201.90
121149,0.71,-0.24,0.61,75.46,33.13,196.56
121152,0.70,-0.23,0.62,72.01,22.78,192.79
121155,0.68,-0.22,0.63,67.08,11.13,188.99
121158,0.65,-0.22,0.64,60.03,-2.78,186.42
121161,0.64,-0.23,0.66,52.47,-18.38,183.45
121164,0.63,-0.24,0.67,42.67,-36.23,181.09
121167,0.64,-0.25,0.67,32.20,-53.80,176.19
121170,0.64,-0.25,0.67,20.91,-70.57,170.71
121174,0.66,-0.27,0.66,5.66,-94.00,161.40
121177,0.67,-0.29,0.66,-5.31,-112.08,152.96
121180,0.67,-0.30,0.66,-15.35,-128.32,144.44
121184,0.66,-0.30,0.67,-24.20,-144.37,136.35
121187,0.65,-0.28,0.68,-34.49,-164.37,128.96
121190,0.64,-0.27,0.68,-45.99,-184.96,121.86
121193,0.65,-0.26,0.68,-60.11,-207.66,114.12
121196,0.66,-0.27,0.65,-77.25,-233.70,104.27
121199,0.68,-0.28,0.62,-97.88,-260.90,92.33
121203,0.71,-0.28,0.58,-118.55,-285.54,79.90
121206,0.72,-0.28,0.55,-138.52,-309.50,66.62
121210,0.75,-0.31,0.52,-163.59,-344.18,46.27
121213,0.75,-0.31,0.51,-179.50,-370.38,30.91
121217,0.76,-0.32,0.51,-194.75,-399.71,13.63
121220,0.76,-0.34,0.51,-210.40,-428.50,-4.45
121223,0.77,-0.35,0.52,-226.61,-461.80,-23.58
121227,0.76,-0.34,0.51,-242.22,-495.24,-43.12
121230,0.77,-0.33,0.51,-257.42,-505.22,-62.43
121234,0.77,-0.31,0.49,-270.51,-505.22,-81.41
121237,0.80,-0.31,0.47,-279.97,-505.22,-101.03
121241,0.82,-0.30,0.46,-284.83,-505.22,-120.86
121244,0.84,-0.30,0.45,-283.05,-505.22,-142.19
121263,0.89,-0.22,0.20,-218.41,-505.22,-266.63
121267,0.89,-0.21,0.14,-204.11,-505.22,-287.82
121270,0.90,-0.23,0.12,-188.43,-505.22,-311.21
121273,0.91,-0.23,0.03,-171.80,-505.22,-335.13
121276,0.94,-0.25,-0.08,-155.21,-505.22,-360.43
121279,0.95,-0.27,-0.15,-141.56,-505.22,-386.14
121282,0.96,-0.30,-0.23,-131.88,-495.71,-408.66
121285,0.95,-0.32,-0.27,-127.28,-441.88,-428.49
121288,0.96,-0.35,-0.23,-126.37,-389.36,-444.46
121291,0.96,-0.36,-0.18,-130.23,-338.55,-456.62
121295,0.96,-0.36,-0.03,-140.23,-272.61,-465.91
121299,0.96,-0.36,0.10,-146.66,-231.08,-467.18
121302,0.95,-0.35,0.22,-148.17,-198.31,-465.04
121305,0.96,-0.30,0.28,-146.15,-173.86,-459.35
121308,0.97,-0.26,0.32,-140.73,-151.42,-451.82
121311,0.99,-0.21,0.31,-132.09,-129.77,-443.06
121314,0.98,-0.17,0.30,-121.67,-107.42,-430.19
121317,0.97,-0.12,0.27,-111.53,-87.31,-414.52
121320,0.96,-0.08,0.24,-103.54,-69.66,-396.60
121323,0.96,-0.04,0.20,-97.91,-52.70,-377.07
121327,0.97,-0.03,0.16,-94.12,-40.02,-355.97
121331,0.98,-0.01,0.13,-92.12,-30.92,-331.18
121334,1.02,-0.02,0.11,-91.65,-30.20,-318.88
121337,1.05,-0.03,0.10,-90.25,-30.60,-310.80
121340,1.09,-0.04,0.05,-88.14,-28.58,-305.04
121344,1.14,-0.07,-0.00,-84.22,-20.89,-300.33
121347,1.16,-0.10,-0.04,-79.05,-9.34,-296.30
121350,1.19,-0.10,-0.04,-71.93,5.28,-292.11
121354,1.20,-0.10,-0.01,-61.48,19.08,-286.65
121357,1.20,-0.08,0.02,-50.05,28.12,-279.79
121360,1.19,-0.04,0.08,-39.15,30.21,-271.32
121364,1.19,-0.01,0.13,-29.21,24.14,-260.14
121368,1.18,0.02,0.22,-19.47,1.31,-243.35
121371,1.20,0.04,0.23,-14.81,-19.51,-230.28
121374,1.21,0.06,0.24,-11.09,-38.84,-214.92
121377,1.23,0.09,0.17,-8.41,-53.86,-195.65
121380,1.24,0.11,0.12,-5.54,-62.96,-173.20
121383,1.25,0.12,0.06,-2.75,-65.86,-148.72
121386,1.27,0.15,0.02,0.24,-62.98,-122.42
121389,1.30,0.15,0.01,3.11,-54.96,-94.46
121392,1.34,0.14,0.01,7.28,-40.47,-65.35
121395,1.37,0.12,0.02,12.91,-20.72,-34.89
121398,1.38,0.11,0.03,18.84,4.15,-3.39
121401,1.38,0.10,0.02,25.33,29.98,28.30
121406,1.35,0.08,0.04,36.55,65.95,72.48
121409,1.32,0.07,0.06,46.75,85.22,102.15
121412,1.29,0.08,0.07,58.01,97.98,130.42
121415,1.27,0.08,0.09,67.60,106.72,155.95
121418,1.26,0.08,0.08,75.14,111.11,177.87
121421,1.24,0.08,0.10,81.48,112.82,197.86
121424,1.24,0.07,0.09,85.83,114.03,213.49
121427,1.24,0.05,0.06,89.86,117.28,227.48
121430,1.24,0.02,-0.01,93.17,129.98,238.76
121433,1.25,-0.03,-0.05,96.82,149.69,249.08
121436,1.24,-0.05,-0.07,99.92,172.08,258.04
121439,1.22,-0.06,-0.03,101.40,190.56,264.07
121443,1.20,-0.06,0.05,101.69,207.83,268.71
121446,1.19,-0.07,0.10,101.63,211.72,269.14
121449,1.19,-0.08,0.14,102.11,211.53,269.20
121452,1.18,-0.11,0.15,104.84,210.59,269.57
121456,1.19,-0.09,0.11,108.41,215.56,272.22
121459,1.19,-0.09,0.08,112.69,224.87,277.99
121462,1.19,-0.10,0.12,118.78,231.65,284.04
121465,1.21,-0.11,0.12,125.49,238.92,290.51
121469,1.19,-0.10,0.13,132.36,249.68,300.19
121472,1.15,-0.08,0.16,139.40,257.11,311.99
121475,1.13,-0.05,0.20,148.09,259.39,326.67
121480,1.10,-0.02,0.25,158.26,253.89,347.14
121483,1.10,-0.02,0.27,162.62,246.98,361.74
121486,1.10,-0.05,0.27,164.93,245.85,374.67
121489,1.10,-0.08,0.24,166.20,243.50,386.04
121492,1.11,-0.10,0.20,166.23,248.47,396.30
121495,1.08,-0.11,0.18,168.15,256.69,404.77
121498,1.05,-0.10,0.19,170.06,263.04,414.06
121502,1.02,-0.07,0.18,171.02,267.10,421.70
121505,1.00,-0.07,0.16,170.81,268.70,428.25
121508,0.98,-0.09,0.18,168.65,269.59,432.61
121512,0.98,-0.12,0.21,165.88,266.00,433.08
121515,0.96,-0.15,0.25,165.86,253.17,428.42
121519,0.99,-0.19,0.32,165.72,236.01,412.83
121522,0.99,-0.21,0.36,165.71,213.86,397.40
121525,0.98,-0.23,0.40,165.69,189.76,380.01
121528,0.97,-0.22,0.39,164.96,167.91,364.53
121531,0.94,-0.25,0.37,162.33,150.23,350.04
121535,0.93,-0.25,0.35,160.44,136.53,337.84
121538,0.91,-0.27,0.34,161.49,125.94,326.07
121541,0.91,-0.32,0.34,168.49,117.08,313.86
121545,0.93,-0.33,0.29,175.57,113.07,301.70
121548,0.91,-0.36,0.29,183.08,111.74,289.72
121551,0.89,-0.37,0.27,192.07,114.55,280.79
121555,0.86,-0.35,0.26,207.45,122.37,272.13
121558,0.84,-0.33,0.26,218.12,124.63,266.30
121561,0.81,-0.31,0.28,228.49,124.08,259.29
121565,0.78,-0.30,0.31,235.49,120.18,250.80
121568,0.76,-0.29,0.34,237.37,114.17,240.15
121571,0.75,-0.28,0.36,233.88,106.81,228.12
121574,0.71,-0.28,0.40,225.04,95.11,213.25
121577,0.69,-0.30,0.42,213.02,81.01,196.65
121581,0.69,-0.30,0.43,198.01,66.67,177.46
121584,0.69,-0.32,0.45,182.40,52.58,157.38
121587,0.70,-0.33,0.46,165.88,39.25,134.45
121590,0.73,-0.35,0.45,149.91,28.29,109.11
121594,0.75,-0.36,0.45,132.04,20.20,72.96
121597,0.77,-0.37,0.44,124.07,19.68,49.14
121600,0.78,-0.38,0.43,119.11,21.25,26.71
121603,0.80,-0.38,0.42,115.98,25.56,3.38
121607,0.81,-0.38,0.42,114.24,28.84,-18.74
121610,0.81,-0.39,0.43,110.35,31.53,-39.62
121613,0.82,-0.38,0.43,105.05,33.89,-59.35
121616,0.82,-0.38,0.44,97.27,35.91,-77.55
121619,0.83,-0.37,0.45,89.45,36.17,-93.59
121622,0.83,-0.36,0.46,81.33,34.03,-107.27
121625,0.84,-0.34,0.45,72.88,30.53,-119.93
121628,0.85,-0.33,0.42,63.07,25.74,-132.60
121632,0.86,-0.32,0.41,48.20,19.30,-146.71
121635,0.86,-0.32,0.41,38.06,13.47,-155.20
121638,0.86,-0.32,0.43,27.24,5.43,-163.62
121641,0.86,-0.31,0.46,16.43,-4.93,-170.42
121644,0.86,-0.30,0.48,4.75,-19.25,-177.85
121647,0.85,-0.29,0.49,-9.35,-39.36,-185.58
121651,0.85,-0.28,0.53,-27.16,-64.35,-194.19
121654,0.86,-0.26,0.56,-49.50,-97.68,-202.95
121658,0.84,-0.24,0.58,-76.78,-135.97,-213.00
121661,0.83,-0.23,0.60,-107.70,-181.74,-222.75
121665,0.84,-0.21,0.62,-140.54,-231.65,-233.38
121669,0.84,-0.19,0.64,-182.41,-299.33,-246.74
121672,0.84,-0.17,0.65,-205.45,-342.40,-255.85
121675,0.85,-0.16,0.65,-225.25,-382.70,-265.06
121679,0.86,-0.15,0.63,-243.70,-424.95,-276.84
121682,0.88,-0.14,0.62,-259.01,-465.79,-291.81
121686,0.90,-0.15,0.55,-267.57,-496.00,-308.49
121690,0.95,-0.16,0.44,-270.14,-505.22,-327.96
121693,0.98,-0.18,0.37,-264.12,-505.22,-351.36
121697,1.01,-0.27,0.33,-250.03,-505.22,-379.99
121700,1.03,-0.36,0.29,-228.34,-505.22,-413.67
121704,1.04,-0.45,0.24,-201.15,-499.77,-448.22
121708,1.06,-0.52,0.10,-159.99,-454.52,-491.97
121711,1.07,-0.50,-0.02,-132.08,-406.37,-499.13
121715,1.04,-0.48,-0.04,-103.41,-355.88,-499.13
121718,1.02,-0.48,-0.00,-73.04,-305.18,-499.13
121722,1.00,-0.40,0.02,-47.96,-251.85,-499.13
121725,0.98,-0.28,0.07,-31.96,-210.14,-499.13
121729,0.96,-0.13,0.05,-26.86,-175.21,-499.13
121732,0.90,-0.03,0.10,-25.68,-148.38,-499.13
121735,0.89,0.04,0.13,-24.92,-130.14,-499.13
121739,0.89,0.09,0.14,-25.13,-118.02,-499.13
121743,0.92,0.11,0.16,-25.79,-111.28,-499.13
121746,0.95,0.12,0.17,-26.43,-110.86,-499.13
121749,0.97,0.14,0.16,-28.99,-112.89,-499.13
121752,0.99,0.16,0.15,-33.38,-116.90,-499.13
121756,0.99,0.15,0.14,-35.73,-122.46,-499.13
121759,0.99,0.18,0.14,-36.99,-131.18,-499.13
121763,0.99,0.21,0.14,-37.73,-143.54,-499.13
121766,0.98,0.23,0.14,-38.92,-158.11,-499.13
121769,0.99,0.23,0.14,-37.22,-172.83,-499.13
121773,0.98,0.27,0.14,-35.35,-187.59,-499.13
121776,1.00,0.28,0.10,-33.85,-201.01,-493.61
121780,1.02,0.28,0.04,-29.83,-205.92,-482.19
121783,1.06,0.25,-0.01,-27.02,-200.26,-473.79
121786,1.09,0.24,-0.05,-27.28,-186.21,-464.80
121790,1.14,0.20,-0.06,-28.76,-166.66,-455.04
121793,1.20,0.18,-0.05,-31.47,-139.68,-443.17
121797,1.24,0.18,-0.05,-34.64,-111.08,-429.03
121800,1.30,0.20,-0.01,-35.94,-82.06,-411.96
121803,1.36,0.20,0.03,-35.74,-57.82,-394.36
121807,1.37,0.22,0.04,-34.51,-36.14,-371.88
121810,1.35,0.30,0.06,-33.22,-18.47,-338.92
121813,1.33,0.38,0.08,-34.12,-6.37,-298.78
121816,1.30,0.44,0.10,-33.30,-2.29,-253.82
121821,1.29,0.51,0.14,-27.60,-4.44,-180.23
121824,1.29,0.53,0.14,-19.97,-5.59,-126.69
121827,1.28,0.53,0.14,-7.83,-3.74,-70.25
121830,1.27,0.52,0.12,7.07,0.37,-11.30
121833,1.27,0.51,0.08,21.36,11.40,49.45
121836,1.27,0.50,0.06,32.29,26.06,111.40
121839,1.24,0.50,0.07,42.03,41.48,172.12
121842,1.24,0.49,0.12,50.53,54.82,233.25
121845,1.23,0.48,0.18,58.50,62.55,285.25
121848,1.22,0.46,0.19,65.25,69.28,332.79
121851,1.21,0.46,0.14,69.88,78.17,377.35
121854,1.17,0.46,0.10,71.11,87.34,415.93
121873,1.16,0.21,-0.06,31.22,149.11,501.40
121876,1.18,0.13,-0.04,24.61,160.59,501.40
121879,1.18,0.06,-0.03,21.80,173.88,501.40
121882,1.18,0.00,-0.01,20.84,189.54,501.09
121885,1.16,-0.03,0.01,23.85,203.13,493.40
121888,1.12,-0.01,0.05,27.92,213.89,485.72
121891,1.10,-0.01,0.06,34.00,220.40,480.41
121894,1.07,0.00,0.08,41.86,223.53,475.83
121898,1.03,0.03,0.11,47.97,221.57,473.08
121901,1.00,0.03,0.16,54.76,212.76,471.41
121904,0.99,0.01,0.17,59.89,201.05,469.26
121908,1.00,-0.04,0.18,68.04,187.68,465.90
121911,1.00,-0.05,0.18,73.40,183.31,462.76
121914,1.00,-0.05,0.18,79.60,181.88,459.00
121917,1.00,-0.05,0.19,85.01,180.46,454.73
121920,0.99,-0.04,0.17,88.21,179.43,450.27
121923,1.01,-0.04,0.16,91.82,179.85,443.45
121926,1.05,-0.04,0.11,92.81,185.89,434.51
121929,1.04,-0.03,0.12,93.72,195.37,422.59
121932,1.01,-0.02,0.13,97.20,202.34,411.86
121935,1.01,-0.03,0.18,102.44,207.66,400.18
121938,1.00,-0.03,0.20,107.49,207.53,386.57
121941,0.98,-0.06,0.27,112.14,202.43,369.03
121946,0.97,-0.11,0.32,116.84,187.95,342.24
121949,0.96,-0.12,0.34,117.14,175.47,321.95
121952,0.93,-0.15,0.36,115.19,163.13,302.22
121955,0.92,-0.17,0.36,111.74,150.03,282.70
121958,0.90,-0.17,0.37,106.64,138.58,263.63
